title,rating,rating_counts
Crazy/Beautiful,3.6666666666666665,9
Creative Control,3.56,50
Creature,3.0,4
Creed,3.642857142857143,21
Creepshow,3.8694779116465865,249
Creepshow 2,2.5,3
Cries and Whispers,2.5,16
Criminal,3.2948717948717947,39
Criminal Activities,3.75,8
Critical Care,3.75,6
Crocodile Dundee,3.7857142857142856,7
Crocodile Dundee II,2.6,20
Crocodile Dundee in Los Angeles,3.5,2
Crooklyn,3.0789473684210527,19
Crossover,4.0,2
Crossroads,3.409090909090909,11
"Crouching Tiger, Hidden Dragon",4.0,1
Crowsnest,3.5,2
Cruel Intentions,2.375,4
Cry Freedom,1.75,2
Cry_Wolf,3.0,1
Crying with Laughter,4.25,2
Cube,2.125,4
Cure,3.4375,56
Curious George,4.0375,80
Curse of the Golden Flower,2.9347826086956523,23
Cursed,3.1,5
Cutthroat Island,3.5,3
Cypher,2.8125,8
Cyrus,3.0,3
D-Tox,3.5330188679245285,106
D.E.B.S.,4.0,8
DOA: Dead or Alive,2.7777777777777777,9
Da Sweet Blood of Jesus,3.1666666666666665,18
Daddy Day Camp,4.666666666666667,3
Daddy Day Care,2.5,10
Daddy's Home,3.261904761904762,21
Dallas Buyers Club,3.75,2
Damsels in Distress,3.1666666666666665,3
Dance Flick,2.4,5
Dancer in the Dark,2.5,6
"Dancer, Texas Pop. 81",3.2,5
Dances with Wolves,3.5,1
Dancin' It's On,3.0,3
Dangerous Liaisons,4.166666666666667,18
Danny Collins,3.9450549450549453,91
Dante's Peak,2.717948717948718,78
Dark City,2.75,4
Dark Shadows,3.3333333333333335,3
Dark Water,4.260869565217392,23
Darkness,3.375,4
Darkness Falls,2.652173913043478,23
Darling Companion,2.1363636363636362,11
Darling Lili,3.289473684210526,19
Das Boot,3.0,2
Date Movie,3.4,10
Date Night,3.0833333333333335,6
Dave Chappelle's Block Party,1.6111111111111112,9
Dawn of the Crescent Moon,3.0,1
Dawn of the Dead,3.15625,16
Dawn of the Planet of the Apes,3.0,13
Day of the Dead,4.038461538461538,13
Daybreakers,3.9166666666666665,6
Daylight,3.6588785046728973,107
Days of Heaven,2.4642857142857144,14
Days of Thunder,3.2,5
Dazed and Confused,3.875,8
De-Lovely,3.28125,16
Dead Like Me: Life After Death,1.5,4
Dead Man Down,3.825,20
Dead Man Walking,5.0,1
Dead Man on Campus,2.730769230769231,13
Dead Man's Shoes,3.0,4
Dead Poets Society,4.071428571428571,7
Dead Snow,4.0,1
Deadfall,3.8705882352941177,85
Deadline - U.S.A.,4.75,2
Deadpool,4.147058823529412,51
Dear Frankie,3.25,2
Dear John,4.0,3
Dear Wendy,2.5,3
Death Becomes Her,2.564516129032258,31
Death Calls,3.6,5
Death Race,3.738095238095238,105
Death Race 2000,1.5,2
Death Sentence,3.3076923076923075,13
Death at a Funeral,3.5483870967741935,31
Death to Smoochy,3.6724137931034484,58
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,3.5,4
Deck the Halls,3.911764705882353,34
Deconstructing Harry,1.0,1
Decoys,3.7,15
Deep Blue Sea,2.5,2
Deep Impact,3.8222222222222224,45
Deep Rising,2.9782608695652173,23
Def Jam's How to Be a Player,3.477272727272727,22
Def-Con 4,5.0,1
Defendor,2.75,4
"Definitely, Maybe",2.7142857142857144,7
Delgo,3.206896551724138,58
Deliver Us from Evil,3.2222222222222223,9
Delivery Man,4.0,7
Demonic,4.0,4
Departure,3.875,4
Derailed,4.214285714285714,7
Desert Blue,2.5,5
Desert Dancer,3.1666666666666665,3
Desire,3.0,2
Desperado,3.2666666666666666,15
Despicable Me,3.3548387096774195,31
Despicable Me 2,3.717391304347826,138
Detention,3.8684210526315788,19
Detention of the Dead,3.0,2
Deterrence,3.1666666666666665,3
Detroit Rock City,3.5476190476190474,21
Deuce Bigalow: European Gigolo,3.7777777777777777,9
Deuce Bigalow: Male Gigolo,3.7,10
Deuces Wild,2.7586206896551726,29
Devil,3.838709677419355,31
Devil's Due,3.45,10
Diamond Ruff,3.125,4
Diamonds Are Forever,3.0,2
Diary of a Mad Black Woman,2.6666666666666665,3
Diary of a Wimpy Kid,3.0034965034965033,143
Diary of a Wimpy Kid: Dog Days,3.3,5
Diary of a Wimpy Kid: Rodrick Rules,4.0227272727272725,22
Diary of the Dead,3.625,4
Dick,3.4054054054054053,37
Dick Tracy,3.6666666666666665,21
Dickie Roberts: Former Child Star,3.5,7
Did You Hear About the Morgans?,3.9523809523809526,21
Die Another Day,3.6463414634146343,41
Die Hard,3.8461538461538463,13
Die Hard 2,3.0,1
Die Hard: With a Vengeance,2.0,1
Digimon: The Movie,3.0689655172413794,29
Dil Jo Bhi Kahey...,1.9166666666666667,18
Diner,3.5,15
Dinner Rush,3.4583333333333335,12
Dinner for Schmucks,3.6346153846153846,52
Dinosaur,3.977272727272727,110
Dirty Grandpa,2.590909090909091,11
Dirty Pretty Things,4.5,2
Dirty Work,3.727272727272727,11
Disaster Movie,3.0,8
Disclosure,2.0,3
District 9,3.7794117647058822,34
District B13,2.7142857142857144,7
Disturbia,3.0833333333333335,6
Disturbing Behavior,3.225,20
Divergent,3.2241379310344827,29
Divine Secrets of the Ya-Ya Sisterhood,1.6666666666666667,3
Django Unchained,3.824074074074074,108
Do You Believe?,3.642857142857143,7
Do the Right Thing,2.6666666666666665,3
Doc Holliday's Revenge,3.6666666666666665,33
Doctor Dolittle,3.8461538461538463,13
Doctor Zhivago,5.0,3
DodgeBall: A True Underdog Story,3.1607142857142856,28
Dogma,3.625,36
Dogtooth,2.8,5
Dogtown and Z-Boys,3.423076923076923,39
Dolphin Tale,2.04,25
Dolphin Tale 2,3.75,4
Dolphins and Whales: Tribes of the Ocean,2.125,4
Dom Hemingway,3.5,2
Domestic Disturbance,3.306451612903226,62
Domino,3.9615384615384617,13
Don Jon,3.8529411764705883,17
Don Juan DeMarco,3.3333333333333335,3
Don McKay,4.375,4
Don't Be Afraid of the Dark,2.65,10
Don't Say a Word,3.104651162790698,43
Donkey Punch,3.0,7
Donnie Brasco,3.310344827586207,29
Donnie Darko,2.9166666666666665,6
Donovan's Reef,3.0,6
Doogal,2.6666666666666665,3
Doom,3.1,5
Doomsday,3.260869565217391,23
Dope,3.5833333333333335,6
Double Impact,3.411764705882353,17
Double Jeopardy,4.046875,32
Double Take,3.8666666666666667,15
Doubt,4.1875,32
Doug's 1st Movie,2.8333333333333335,3
Down & Out With The Dolls,4.0,2
Down Terrace,3.875,4
Down in the Valley,3.8,5
Down to Earth,3.6875,8
Down to You,3.2142857142857144,7
Downfall,1.0,2
Dr. Dolittle 2,3.727272727272727,11
Dr. No,2.75,2
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.0,1
Dracula 2000,3.3,5
Dracula Untold,3.2,40
Dracula: Pages from a Virgin's Diary,5.0,1
Draft Day,4.0,7
Drag Me to Hell,3.392857142857143,14
Dragon Blade,3.6323529411764706,68
Dragon Hunters,3.2,5
Dragon Nest: Warriors' Dawn,3.35,10
Dragon Wars: D-War,3.423076923076923,13
Dragonball Evolution,3.77027027027027,37
Dragonfly,4.1875,40
Dragonslayer,5.0,1
Dream House,4.095238095238095,21
Dream with the Fishes,3.5,4
Dreamcatcher,3.8984375,64
Dreamer: Inspired By a True Story,2.9583333333333335,12
Dreamgirls,3.95,10
Dreaming of Joseph Lees,2.1666666666666665,3
Dredd,3.707692307692308,65
Dressed to Kill,3.7916666666666665,12
Drillbit Taylor,3.1666666666666665,12
Drinking Buddies,2.7,5
Drive,3.0,16
Drive Angry,3.642857142857143,7
Drive Hard,2.8333333333333335,3
Drive Me Crazy,2.9,5
Driven,3.1666666666666665,9
Driving Lessons,3.6,5
Driving Miss Daisy,4.166666666666667,3
Drop Dead Gorgeous,2.75,2
Drowning Mona,2.7777777777777777,18
Drumline,3.380952380952381,21
Dry Spell,4.5,5
Dude Where's My Dog?,0.5,1
"Dude, Where’s My Car?",3.5,1
Dudley Do-Right,3.1666666666666665,9
Due Date,2.1136363636363638,22
Duel in the Sun,2.5,2
Duets,4.0,10
Dum Maaro Dum,3.5833333333333335,30
Duma,2.4,5
Dumb and Dumber,3.5,8
Dumb and Dumber To,3.75,4
Dumb and Dumberer: When Harry Met Lloyd,2.4473684210526314,19
Dune,3.0,1
Dungeons & Dragons: Wrath of the Dragon God,3.25,12
Duplex,2.1923076923076925,13
Duplicity,3.1707317073170733,41
Dutch Kills,5.0,1
Dwegons,2.90625,16
Dying of the Light,2.642857142857143,28
Dylan Dog: Dead of Night,2.8095238095238093,21
DysFunktional Family,1.0,2
Dysfunctional Friends,4.5,3
Déjà Vu,4.014563106796117,103
E.T. the Extra-Terrestrial,3.353448275862069,58
Eagle Eye,3.9111675126903553,197
Earth,3.3333333333333335,3
Earth to Echo,4.178571428571429,14
East Is East,1.2857142857142858,7
Eastern Promises,3.0,1
Easy A,3.8333333333333335,3
Easy Money,2.892857142857143,14
Easy Virtue,3.5384615384615383,13
Eat Pray Love,3.883116883116883,77
Echo Dr.,3.5,1
Ed Wood,3.370967741935484,62
Ed and His Dead Mother,4.166666666666667,12
Eddie the Eagle,3.9642857142857144,28
Eddie: The Sleepwalking Cannibal,2.9242424242424243,33
Eden,2.75,2
Eden Lake,2.375,12
Edge of Darkness,3.6621621621621623,37
Edge of Tomorrow,4.0,61
Edmond,2.0,3
Edtv,3.9166666666666665,42
Edward Scissorhands,2.875,4
Eight Below,3.357142857142857,7
Eight Legged Freaks,2.8076923076923075,13
El Mariachi,3.25,2
El Rey de Najayo,2.1904761904761907,21
Election,2.75,2
Elektra,4.15625,16
Elf,3.52,25
Elite Squad,3.3461538461538463,13
Elizabeth,3.5,1
Elizabeth: The Golden Age,2.293103448275862,29
Elizabethtown,3.715909090909091,44
Ella Enchanted,3.738095238095238,42
Elling,1.8333333333333333,3
Elmer Gantry,3.1666666666666665,3
Elsa & Fred,3.1818181818181817,22
Elysium,3.0344827586206895,116
Elza,2.0,4
Emma,3.875,4
Employee of the Month,3.361111111111111,18
End of Days,3.409090909090909,11
End of Watch,3.2777777777777777,18
End of the Spear,4.5,2
Ender's Game,3.4444444444444446,18
Endless Love,3.857142857142857,21
Enemy at the Gates,3.5847457627118646,59
Enemy of the State,3.2083333333333335,48
Enough,4.5,2
Enough Said,3.1666666666666665,3
Enter Nowhere,3.0,1
Enter the Dangerous Mind,2.75,4
Enter the Void,3.90625,16
Envy,3.2857142857142856,35
Epic,3.264705882352941,17
Epic Movie,3.15,10
Eraser,3.962962962962963,27
Eraserhead,3.5,1
Erin Brockovich,3.96,25
Ernest & Celestine,3.5,22
Escape Plan,3.5869565217391304,23
Escape from Alcatraz,2.9,5
Escape from L.A.,3.858695652173913,46
Escape from New York,4.25,2
Escape from Planet Earth,3.481132075471698,53
Escape from Tomorrow,3.0,3
Escape from the Planet of the Apes,2.25,2
Escobar: Paradise Lost,3.3384615384615386,65
Eulogy,3.5625,8
EuroTrip,3.1,5
Evan Almighty,2.875,56
Eve's Bayou,2.45,10
Event Horizon,4.142857142857143,21
Ever After: A Cinderella Story,2.65625,16
Everest,4.04054054054054,37
Everybody's Fine,3.0,1
Everyone Says I Love You,3.5,4
Everything Must Go,2.375,12
Everything Put Together,3.625,4
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2.25,2
Evil Dead,3.7857142857142856,7
Evil Dead II,3.1666666666666665,6
Evil Words,2.75,2
Evita,3.8157894736842106,19
Evolution,4.211111111111111,135
Ex Machina,3.35,20
Exam,2.6666666666666665,15
Excessive Force,3.0,4
Executive Decision,2.5,2
Exiled,0.875,4
Exit Wounds,3.913793103448276,29
Exodus: Gods and Kings,4.463592233009709,206
Exorcist II: The Heretic,3.635135135135135,37
Exorcist: The Beginning,3.831578947368421,95
Exotica,3.5,6
Extract,3.4285714285714284,7
Extraordinary Measures,3.3043478260869565,23
Extreme Measures,3.15625,16
Extreme Movie,3.6666666666666665,3
Extreme Ops,3.4166666666666665,6
Extremely Loud & Incredibly Close,3.75,4
Eye for an Eye,3.25,10
Eye of the Beholder,2.760869565217391,23
Eye of the Dolphin,2.75,2
Eyes Wide Shut,3.4419642857142856,112
F.I.S.T.,2.9,5
Fabled,3.738095238095238,21
Face/Off,1.6,5
Facing the Giants,4.5,5
Factory Girl,3.076923076923077,13
Fahrenheit 9/11,3.9,5
Failure to Launch,2.25,2
Fair Game,3.1,5
Faith Connections,4.0,1
Faith Like Potatoes,3.3333333333333335,6
Faithful,3.9,10
Falcon Rising,3.2,10
Fame,3.9166666666666665,6
Family Plot,3.5,13
Fantasia,1.5,1
Fantasia 2000,3.481012658227848,79
Fantastic 4: Rise of the Silver Surfer,3.1,10
Fantastic Four,3.7083333333333335,48
Fantastic Mr. Fox,3.7857142857142856,7
Far from Heaven,3.607142857142857,14
Far from Men,3.7,5
Farce of the Penguins,3.111111111111111,9
Fascination,3.576923076923077,13
Fast Five,3.827731092436975,119
Fast Times at Ridgemont High,3.75,4
Faster,2.75,4
Fat Albert,3.526315789473684,19
"Fat, Sick & Nearly Dead",2.0,3
Fatal Attraction,3.8333333333333335,15
Fateless,2.5,13
Fear Clinic,4.0,3
FearDotCom,2.1666666666666665,3
Feast,1.3333333333333333,3
Felicia's Journey,3.125,8
Femme Fatale,3.6666666666666665,45
Fetching Cody,4.0,2
Fever Pitch,3.3,30
Fiddler on the Roof,3.4,5
Fido,3.4166666666666665,6
Fifty Dead Men Walking,2.25,14
Fifty Shades of Black,4.0,3
Fifty Shades of Grey,3.4583333333333335,72
Fight Club,2.9585987261146496,157
Fight Valley,4.053571428571429,28
Fight to the Finish,3.5625,8
Fighting Tommy Riley,4.0,4
Filly Brown,3.4166666666666665,6
Final Destination,3.9347826086956523,23
Final Destination 2,2.4,5
Final Destination 3,2.875,4
Final Destination 5,3.8333333333333335,9
Final Fantasy: The Spirits Within,1.0,1
Find Me Guilty,3.75,4
Finding Forrester,1.5,2
Finding Nemo,2.0,1
Finding Neverland,3.0,8
Finishing The Game,3.0714285714285716,14
Firefox,2.967741935483871,31
Fireproof,5.0,1
Firestarter,2.5961538461538463,26
Firestorm,3.8666666666666667,15
Firewall,3.5064935064935066,77
First Blood,3.9838709677419355,31
First Knight,3.6627906976744184,43
"First Love, Last Rites",2.388888888888889,9
Fish Tank,2.5,2
Fiza,3.0,8
Flags of Our Fathers,2.8333333333333335,6
Flame & Citron,4.166666666666667,3
Flash Gordon,4.5,1
Flash of Genius,3.65,20
Flashdance,3.3333333333333335,9
Flatliners,3.4285714285714284,14
Flawless,3.0,6
Fled,3.2,10
Flicka,3.3,5
Flight,3.7111111111111112,45
Flight of the Intruder,4.0,7
Flight of the Phoenix,2.0833333333333335,18
Flightplan,3.3095238095238093,21
Flipped,3.0,4
Flipper,4.176470588235294,17
Flirting with Disaster,2.5,1
Florence Foster Jenkins,3.4166666666666665,6
Flubber,3.036231884057971,69
Flushed Away,2.6538461538461537,78
Fly Me to the Moon,3.6666666666666665,6
Flyboys,3.8421052631578947,19
Flying By,4.0,2
Flywheel,4.0,1
Focus,3.880952380952381,105
Food Chains,3.8333333333333335,3
"Food, Inc.",4.25,2
Foodfight!,3.8,5
Fool's Gold,4.189655172413793,87
Foolish,3.375,4
Footloose,3.0,4
For Colored Girls,3.6153846153846154,78
For Greater Glory - The True Story of Cristiada,3.3333333333333335,3
For Love of the Game,4.0625,8
For Your Consideration,4.0,4
For Your Eyes Only,3.75,8
"For a Good Time, Call...",3.6666666666666665,3
Forbidden Kingdom,3.8,25
Force 10 from Navarone,4.0,24
Forget Me Not,4.0,1
Forgetting Sarah Marshall,3.7358490566037736,53
Forrest Gump,4.25,2
Forsaken,4.1,10
Fort McCoy,3.3333333333333335,3
Fortress,2.0,2
Forty Shades of Blue,3.5,5
Four Brothers,3.138888888888889,18
Four Christmases,3.3823529411764706,51
Four Lions,4.5,2
Four Rooms,3.5,7
Four Single Fathers,3.75,4
Four Weddings and a Funeral,2.3333333333333335,3
Frailty,4.333333333333333,3
Frances Ha,3.6666666666666665,3
Frankenweenie,3.96875,16
Frat Party,4.0285714285714285,35
Freakonomics,3.6,5
Freaky Deaky,4.4,5
Freaky Friday,3.7,5
Freddy Got Fingered,3.2,10
Freddy vs. Jason,0.5,1
Freddy's Dead: The Final Nightmare,3.875,20
Free Birds,3.114864864864865,74
Free State of Jones,4.1,5
Free Style,3.108695652173913,23
Freedom,3.5,6
Freedom Writers,1.0,1
Freeheld,2.0,2
Freeway,3.0833333333333335,6
Freeze Frame,3.857142857142857,7
Frenzy,2.0,1
Frequency,3.423076923076923,13
Frida,3.5,3
Friday,2.8,5
Friday After Next,3.6666666666666665,15
Friday the 13th Part 2,3.25,4
Friday the 13th Part III,3.5,2
Friday the 13th Part VI: Jason Lives,3.2777777777777777,27
Friday the 13th Part VII: The New Blood,3.0,3
Friday the 13th Part VIII: Jason Takes Manhattan,3.6842105263157894,19
Friday the 13th: A New Beginning,3.0,3
Friday the 13th: The Final Chapter,3.5,2
Friends with Benefits,3.53,50
Friends with Money,4.0,1
Fright Night,3.8152173913043477,46
From Hell,3.1363636363636362,11
From Here to Eternity,3.2371794871794872,78
From Justin to Kelly,2.888888888888889,9
From Paris with Love,3.8653846153846154,26
From Russia with Love,2.5833333333333335,6
From a Whisper to a Scream,3.0,4
Frost/Nixon,3.630434782608696,23
Frozen,3.4886363636363638,44
Frozen River,3.75,2
Fruitvale Station,3.0,3
Fuel,2.9,5
Fugly,2.6,5
Full Frontal,3.375,4
Fun Size,2.8,5
Fun with Dick and Jane,3.573529411764706,68
Funny Games,3.0,9
Funny Ha Ha,4.0,6
Funny People,3.0416666666666665,48
Fur: An Imaginary Portrait of Diane Arbus,2.8181818181818183,44
Furious 7,3.608108108108108,74
Furry Vengeance,3.787037037037037,54
Fury,3.216666666666667,60
Futuro Beach,3.6875,32
G-Force,3.625,48
G.I. Jane,3.5,37
G.I. Joe: Retaliation,3.04,25
G.I. Joe: The Rise of Cobra,3.657303370786517,89
Gabriela,3.0,3
Galaxina,3.0,4
Galaxy Quest,3.9130434782608696,23
Gamer,3.6,5
Gandhi,2.0,1
"Gandhi, My Father",2.984375,32
Gangs of New York,3.3333333333333335,33
Gangster Squad,4.125,48
Gangster's Paradise: Jerusalema,3.4322033898305087,59
Garden State,1.5,1
Garfield: A Tail of Two Kitties,3.985074626865672,67
Gattaca,3.5,2
Gentleman's Agreement,3.3333333333333335,12
Gentlemen Broncos,3.111111111111111,9
George Washington,4.333333333333333,3
George and the Dragon,3.176470588235294,17
George of the Jungle,3.24468085106383,47
Georgia Rule,3.9074074074074074,27
Gerry,3.5,3
Get Carter,2.75,22
Get Hard,3.369047619047619,42
Get Him to the Greek,3.4285714285714284,7
Get Low,3.4166666666666665,6
Get Over It,3.25,2
Get Rich or Die Tryin',2.25,4
Get Shorty,2.8,5
Get Smart,3.8555555555555556,45
Get on Up,3.841463414634146,41
Get on the Bus,3.125,4
Getaway,3.7,5
Gettysburg,3.0,4
Ghost Dog: The Way of the Samurai,2.6666666666666665,3
Ghost Rider,3.6323529411764706,34
Ghost Rider: Spirit of Vengeance,3.0060975609756095,82
Ghost Ship,3.0588235294117645,17
Ghost Town,3.74,50
Ghost World,3.1315789473684212,19
Ghostbusters,3.0833333333333335,114
Ghosts of Mars,3.0,4
Ghosts of Mississippi,3.892857142857143,14
Gigli,4.058139534883721,43
Girl 6,2.7,5
Girl with a Pearl Earring,3.8,5
"Girl, Interrupted",2.6,5
GirlHouse,4.0,1
Girls Gone Dead,4.1,5
Give Me Shelter,4.0,1
Gladiator,2.3333333333333335,3
Glee: The Concert Movie,3.3333333333333335,9
Glengarry Glen Ross,4.0,12
Glitter,4.5,2
Glory,2.6,10
Glory Road,2.9523809523809526,21
Go,3.0,2
Go for It!,3.4375,8
Goal!: The Dream Begins,3.375,24
God's Not Dead 2,2.0,1
Goddess of Love,3.0,2
Gods and Generals,3.0416666666666665,24
Gods and Monsters,3.25,6
Gods of Egypt,3.9661016949152543,118
Godsend,3.8043478260869565,46
Godzilla 2000,4.071428571428571,14
Going the Distance,3.1818181818181817,33
Goldfinger,3.5,3
Gone Girl,4.196428571428571,28
Gone in Sixty Seconds,3.0869565217391304,23
Gone with the Wind,4.166666666666667,3
Good,4.142857142857143,28
Good Boy!,3.9193548387096775,31
Good Deeds,3.5454545454545454,11
Good Dick,4.0,1
Good Intentions,4.0,29
Good Kill,3.125,4
Good Luck Chuck,3.7666666666666666,15
"Good Morning, Vietnam",2.8333333333333335,3
"Good Night, and Good Luck.",2.1,5
Good Will Hunting,3.8333333333333335,3
"Good bye, Lenin!",3.5833333333333335,6
Goosebumps,3.98,25
Gory Gory Hallelujah,4.0,1
Gosford Park,3.857142857142857,14
Gossip,3.0526315789473686,38
Gothika,4.25,2
Grabbers,3.588888888888889,90
Grace Unplugged,3.2333333333333334,15
Grace of Monaco,3.9655172413793105,29
Gracie,3.625,8
Graduation Day,3.4,5
Gran Torino,3.1666666666666665,3
Grand Theft Parsons,3.1,5
Grandma's Boy,3.9867256637168142,226
Grave Encounters,3.8333333333333335,9
Gravity,3.8421052631578947,19
Green Lantern,3.4210526315789473,19
Green Room,3.611111111111111,18
Green Street Hooligans: Underground,3.0833333333333335,6
Green Zone,1.9444444444444444,9
Gremlins,3.5833333333333335,54
Gremlins 2: The New Batch,3.0,1
Gridiron Gang,3.35,10
Griff the Invisible,2.3333333333333335,3
Grindhouse,2.9166666666666665,18
Groove,3.7291666666666665,24
Grosse Pointe Blank,3.554054054054054,37
Growing Up Smith,1.8928571428571428,14
Grown Ups,3.3026315789473686,38
Grown Ups 2,4.05,80
Grudge Match,3.8823529411764706,17
Guardians of the Galaxy,3.6018518518518516,54
Guess Who,2.9705882352941178,17
Guiana 1838,2.0,2
Gulliver's Travels,3.1226415094339623,53
Gun Shy,3.8333333333333335,3
Gunless,3.966666666666667,15
"Guten Tag, Ramón",3.1666666666666665,6
H.,1.75,2
Hachi: A Dog's Tale,3.1363636363636362,11
Hackers,3.357142857142857,7
"Hail, Caesar!",4.0,6
Hairspray,3.75,2
Half Baked,3.2,5
Half Nelson,4.0,4
Half Past Dead,3.7142857142857144,7
Hall Pass,2.875,4
Halloween,3.2916666666666665,12
Halloween 4: The Return of Michael Myers,3.590909090909091,33
Halloween 5: The Revenge of Michael Myers,3.5,2
Halloween II,3.607142857142857,14
Halloween III: Season of the Witch,3.5,2
Halloween: Resurrection,3.1166666666666667,60
Halloween: The Curse of Michael Myers,4.0,9
Hamlet,3.340909090909091,22
Hamlet 2,2.75,2
Hancock,3.0476190476190474,21
Hands of Stone,4.75,2
Hang 'em High,4.75,2
Hanging Up,4.25,2
Hanna,2.5714285714285716,7
Hannah Montana: The Movie,3.0,15
Hannibal Rising,3.75,4
Hansel & Gretel: Witch Hunters,3.28125,80
Hansel and Gretel Get Baked,2.75,2
Happily N'Ever After,1.8333333333333333,3
Happiness,2.75,4
Happy Christmas,2.1666666666666665,6
Happy Feet,4.103174603174603,126
Happy Feet Two,4.146616541353383,133
Happy Gilmore,4.142857142857143,7
"Happy, Texas",3.59375,16
Hard Rain,3.2916666666666665,36
Hard to Be a God,3.8157894736842106,19
Hardball,3.1176470588235294,17
Hardflip,3.9285714285714284,7
Harley Davidson and the Marlboro Man,2.8333333333333335,3
Harold & Kumar Escape from Guantanamo Bay,2.6,5
Harold & Kumar Go to White Castle,3.4444444444444446,9
Harper,3.0,1
Harriet the Spy,3.642857142857143,21
Harrison Montgomery,3.8333333333333335,3
Harry Brown,5.0,1
Harry Potter and the Chamber of Secrets,3.6315789473684212,19
Harry Potter and the Goblet of Fire,1.5,1
Harry Potter and the Half-Blood Prince,2.625,4
Harry Potter and the Order of the Phoenix,3.9348958333333335,192
Harry Potter and the Philosopher's Stone,2.0,1
Harry Potter and the Prisoner of Azkaban,2.0,4
Harsh Times,3.75,8
Hart's War,3.25,6
Harvard Man,2.734375,32
Hatchet,3.2,5
Hav Plenty,4.5,2
Hayride,1.5,2
Haywire,3.0,5
He Got Game,3.0,5
He's Just Not That Into You,2.9857142857142858,35
Head Over Heels,3.625,8
Head of State,3.5625,16
Headhunters,3.075,20
Heartbeeps,2.75,4
Heartbreakers,3.638888888888889,18
Hearts in Atlantis,3.74,25
Heaven is for Real,3.0,2
Heaven's Gate,4.055555555555555,18
Heavenly Creatures,2.0,1
Heavy Metal,2.7083333333333335,12
Hedwig and the Angry Inch,2.7,5
Heist,3.5416666666666665,36
Held Up,3.735294117647059,17
Heli,3.3125,8
Hell's Angels,4.196969696969697,33
Hellboy,4.5,2
Hellboy II: The Golden Army,3.490566037735849,53
Hellraiser,3.75,8
Henry & Me,3.0714285714285716,7
Henry V,2.5,3
Her,3.5,6
Her Cry: La Llorona Investigation,4.142857142857143,7
Herbie Fully Loaded,3.1153846153846154,26
Hercules,3.544642857142857,56
Here Comes the Boom,3.865979381443299,97
Here On Earth,2.5,7
Hereafter,3.4583333333333335,12
Hero,4.0,1
Heroes of Dirt,4.666666666666667,3
Hesher,3.5,14
Hey Arnold! The Movie,3.1666666666666665,3
Hidalgo,3.4473684210526314,19
Hidden Away,3.75,4
Hide and Seek,2.75,2
High Anxiety,3.7857142857142856,7
High Crimes,3.3947368421052633,19
High Fidelity,1.75,2
High Heels and Low Lifes,3.6315789473684212,19
High Noon,2.8333333333333335,6
High Plains Drifter,2.8461538461538463,13
High Road,4.0,2
High School Musical,4.0,2
High School Musical 2,3.9166666666666665,6
High School Musical 3: Senior Year,3.357142857142857,7
High Tension,3.1666666666666665,3
Higher Ground,3.6153846153846154,13
Highlander,2.5,1
Highlander: Endgame,2.7,20
Highlander: The Final Dimension,3.5,2
Highway,4.0,4
History of the World: Part I,2.75,2
Hit & Run,4.0,4
Hitch,2.625,8
Hitman,1.0,1
Hits,4.636363636363637,11
Hobo with a Shotgun,2.875,4
Hocus Pocus,3.4444444444444446,36
Hoffa,3.5201612903225805,124
Holes,3.3333333333333335,12
Hollow Man,3.375,44
Hollywood Ending,3.9166666666666665,6
Hollywood Homicide,2.8703703703703702,27
Hollywood Shuffle,2.65,10
Holy Man,4.059523809523809,42
Holy Motors,2.8125,8
Home,4.185185185185185,135
Home Alone,2.9285714285714284,14
Home Alone 2: Lost in New York,3.769230769230769,26
Home Fries,3.0294117647058822,51
Home Run,2.0,2
Home for the Holidays,3.0833333333333335,6
Home on the Range,3.5443037974683542,79
Homefront,3.8,5
Honey,4.03125,32
Hoodwinked Too! Hood VS. Evil,4.071428571428571,14
Hoodwinked!,3.4,10
Hook,2.5,1
Hoop Dreams,3.3666666666666667,15
Hoot,3.225,20
Hop,4.1,25
Hope Floats,3.4166666666666665,12
Hope Springs,3.2142857142857144,14
Horrible Bosses,3.5,1
Horrible Bosses 2,3.4166666666666665,6
Horse Camp,2.0,2
Hostage,2.5,1
Hostel,3.875,8
Hostel: Part II,3.3333333333333335,3
Hot Fuzz,3.25,12
Hot Pursuit,3.8076923076923075,26
Hot Rod,3.25,4
Hot Tub Time Machine,3.710526315789474,19
Hot Tub Time Machine 2,3.45,10
Hotel Rwanda,2.0,1
Hotel Transylvania,4.25531914893617,47
Hotel Transylvania 2,3.9710743801652892,121
Hotel for Dogs,4.064102564102564,39
House Party 2,3.4375,8
House at the End of the Drive,2.3333333333333335,6
House at the End of the Street,3.3333333333333335,6
House of 1000 Corpses,2.875,16
House of D,2.1666666666666665,6
House of Flying Daggers,3.6,5
House of Sand and Fog,3.9,5
House of Wax,3.1142857142857143,70
House on Haunted Hill,3.861111111111111,18
Housebound,3.5172413793103448,29
Housefull,2.7,5
How Do You Know,3.5921052631578947,38
How Green Was My Valley,3.5,2
How High,3.0714285714285716,7
How She Move,2.5,3
How Stella Got Her Groove Back,3.5535714285714284,28
How to Be Single,2.6666666666666665,3
How to Deal,3.484375,32
How to Fall in Love,3.0,3
